respondent_id,region,residence_zone,age_group,gender,income_group,education,consumption_frequency,consumer_profile,monthly_consumption_estimate,consumption_intensity,label_importance,label_importance_score,high_label_importance,consumer_knowledge_score,strategic_segment,wine_types__nao_tenho_preferencia_definida,wine_types__vinho_branco_seco,wine_types__vinho_demi_sec,wine_types__vinho_espumante,wine_types__vinho_licoroso_e_ou_fortificado,wine_types__vinho_rose,wine_types__vinho_suave,wine_types__vinho_tinto_seco,purchase_channels__aplicativos_de_delivery_de_bebidas,purchase_channels__diretamente_em_vinicolas,purchase_channels__lojas_fisicas_especializadas,purchase_channels__lojas_online_especializadas,purchase_channels__restaurantes_e_bares,purchase_channels__supermercados,purchase_factors__curiosidade_ou_interesse_por_novos_produtos,purchase_factors__descricao_sensorial_aroma_sabor_estilo,purchase_factors__design_e_informacao_do_rotulo,purchase_factors__preco,purchase_factors__promocoes_ou_descontos,purchase_factors__praticas_sustentaveis_e_ou_impacto_ambiental,purchase_factors__recomendacao_amigos_especialistas_avaliacoes,purchase_factors__regiao_de_origem,purchase_factors__variedade,purchase_factors__vinicola_produtor,sustainable_attributes__clareza_e_transparencia_das_informacoes_no_rotulo,sustainable_attributes__grau_de_inovacao_do_produto,sustainable_attributes__origem_das_uvas_regiao_procedencia,sustainable_attributes__presenca_de_certificacoes_ou_selos_ambientais,sustainable_attributes__preco,sustainable_attributes__qualidade_sensorial_sabor_aroma_equilibrio,sustainable_attributes__sustentabilidade_ambiental_menor_impacto_no_cultivo
149,Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Menos de 1 salário mínimo,Ensino superior completo,De 4 a 6 vezes por semana,Apreciador técnico,21.5,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0
150,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Moderadamente importante,2,0,2,Consumidor frequente tradicional,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1
151,Região Sudeste,Zona rural,Acima de 55 anos,Feminino,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
152,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,2.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
153,Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,De 3 a 4 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1
154,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Extremamente importante,4,1,2,Alta prioridade,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
155,Região Sul,Zona urbana,Acima de 55 anos,Feminino,De 3 a 4 salários mínimos,Ensino superior incompleto,Diariamente,Apreciador interessado,30.4,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
156,Região Sul,Zona urbana,Acima de 55 anos,Feminino,De 3 a 4 salários mínimos,Ensino superior incompleto,Diariamente,Apreciador interessado,30.4,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
157,Região Sul,Zona urbana,Acima de 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,2.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1
158,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Menos de 1 salário mínimo,Pós-graduação incompleta,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
159,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Ensino superior completo,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0
160,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Extremamente importante,4,1,1,Potencial sustentável,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
161,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,De 5 a 6 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
162,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1
163,Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Apreciador interessado,0.5,Baixa frequência,Extremamente importante,4,1,2,Potencial sustentável,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
164,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Profissional do setor,10.8,Alta frequência,Moderadamente importante,2,0,4,Consumidor frequente tradicional,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
165,Região Sul,Zona rural,Entre 36 e 45 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Diariamente,Apreciador interessado,30.4,Alta frequência,Extremamente importante,4,1,2,Alta prioridade,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
166,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Prefiro não responder,Pós-graduação completa,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1
167,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0
168,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,Diariamente,Profissional do setor,30.4,Alta frequência,Muito importante,3,1,4,Alta prioridade,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0
169,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0
170,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
171,Região Sudeste,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,Diariamente,Profissional do setor,30.4,Alta frequência,Muito importante,3,1,4,Alta prioridade,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
172,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Extremamente importante,4,1,2,Alta prioridade,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
173,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Ensino superior completo,De 4 a 6 vezes por semana,Apreciador técnico,21.5,Alta frequência,Moderadamente importante,2,0,3,Consumidor frequente tradicional,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1
174,Região Sudeste,Zona urbana,Entre 26 e 35 anos,Masculino,De 5 a 6 salários mínimos,Ensino superior completo,Raramente,Apreciador interessado,0.5,Baixa frequência,Moderadamente importante,2,0,2,Baixa prioridade,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
175,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
176,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Moderadamente importante,2,0,2,Baixa prioridade,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0
177,Região Sudeste,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Ensino superior completo,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0
178,Região Sudeste,Zona urbana,Entre 36 e 45 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
179,Região Nordeste,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Apreciador interessado,0.5,Baixa frequência,Pouco importante,1,0,2,Baixa prioridade,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
180,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
181,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Apreciador técnico,21.5,Alta frequência,Pouco importante,1,0,3,Consumidor frequente tradicional,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
182,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,Diariamente,Apreciador técnico,30.4,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0
183,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Pouco importante,1,0,3,Consumidor frequente tradicional,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0
184,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Apreciador interessado,21.5,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0
185,Região Nordeste,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Moderadamente importante,2,0,2,Consumidor frequente tradicional,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
186,Região Sudeste,Zona urbana,Acima de 55 anos,Feminino,Prefiro não responder,Ensino superior completo,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
187,Região Sul,Zona urbana,Entre 26 e 35 anos,Prefiro não informar,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1
188,Região Sul,Zona urbana,Acima de 55 anos,Feminino,Prefiro não responder,Pós-graduação completa,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Extremamente importante,4,1,2,Alta prioridade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
189,Região Sudeste,Zona urbana,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação incompleta,1 vez por mês,Apreciador interessado,1.0,Frequência moderada,Extremamente importante,4,1,2,Potencial sustentável,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
190,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 1 a 2 salários mínimos,Ensino superior incompleto,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
191,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1
192,Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Acima de 6 salários mínimos,Ensino superior incompleto,1 vez por semana,Consumidor ocasional,4.3,Alta frequência,Muito importante,3,1,1,Alta prioridade,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
193,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0
194,Região Sudeste,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Ensino superior completo,De 4 a 6 vezes por semana,Profissional do setor,21.5,Alta frequência,Muito importante,3,1,4,Alta prioridade,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
195,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
196,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Moderadamente importante,2,0,2,Consumidor frequente tradicional,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
197,Região Sul,Zona urbana,Entre 18 e 25 anos,Masculino,Menos de 1 salário mínimo,Prefiro não responder,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0
198,Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,De 5 a 6 salários mínimos,Ensino superior incompleto,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0
199,Região Sul,Zona rural,Entre 36 e 45 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Profissional do setor,21.5,Alta frequência,Extremamente importante,4,1,4,Alta prioridade,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
200,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Prefiro não responder,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Moderadamente importante,2,0,2,Consumidor frequente tradicional,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
201,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0
202,Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Acima de 6 salários mínimos,Ensino superior incompleto,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
203,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0
204,Região Sudeste,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
205,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 1 a 2 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
206,Região Sul,Zona urbana,Acima de 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
207,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Ensino superior incompleto,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
208,Região Sudeste,Zona urbana,Entre 36 e 45 anos,Masculino,De 5 a 6 salários mínimos,Ensino superior completo,1 vez a cada 15 dias,Consumidor ocasional,2.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0
209,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Ensino superior completo,Diariamente,Profissional do setor,30.4,Alta frequência,Extremamente importante,4,1,4,Alta prioridade,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1
210,Região Sul,Zona urbana,Acima de 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Apreciador técnico,0.5,Baixa frequência,Muito importante,3,1,3,Potencial sustentável,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
211,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,Diariamente,Profissional do setor,30.4,Alta frequência,Pouco importante,1,0,4,Consumidor frequente tradicional,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
212,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Menos de 1 salário mínimo,Ensino superior completo,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0
213,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Apreciador interessado,21.5,Alta frequência,Extremamente importante,4,1,2,Alta prioridade,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1
214,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,10.8,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0
215,Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,De 1 a 2 salários mínimos,Ensino superior completo,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1
216,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Muito importante,3,1,2,Alta prioridade,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
217,Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,4.3,Alta frequência,Muito importante,3,1,3,Alta prioridade,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1
218,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação incompleta,1 vez por mês,Profissional do setor,1.0,Frequência moderada,Muito importante,3,1,4,Potencial sustentável,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0
219,Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Menos de 1 salário mínimo,Pós-graduação incompleta,1 vez por mês,Profissional do setor,1.0,Frequência moderada,Moderadamente importante,2,0,4,Baixa prioridade,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0
220,Região Sul,Zona rural,Entre 36 e 45 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
221,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,De 5 a 6 salários mínimos,Pós-graduação incompleta,1 vez a cada 15 dias,Profissional do setor,2.0,Frequência moderada,Pouco importante,1,0,4,Baixa prioridade,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0
222,Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,4.3,Alta frequência,Moderadamente importante,2,0,2,Consumidor frequente tradicional,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Profissional do setor,10.8,Alta frequência,Extremamente importante,4,1,4,Alta prioridade,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
224,Região Sul,Zona urbana,Acima de 55 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Consumidor ocasional,21.5,Alta frequência,Extremamente importante,4,1,1,Alta prioridade,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
225,Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Prefiro não responder,Ensino médio completo,De 4 a 6 vezes por semana,Profissional do setor,21.5,Alta frequência,Moderadamente importante,2,0,4,Consumidor frequente tradicional,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0
